,taxon_oid,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Form,Domain,Phylum,Class,Order,Family,Genus,Species,Genome Size * assembled,Gene Count * assembled,fasta_file_key,NCBI_ID,NCBI_URL,IMG_ID,IMG_url,,,,
31,2502171155,Draft,Sulfurospirillum sp. Am-N,Sulfurospirillum sp. Am-N (draft),J. Craig Venter Institute (JCVI),2502171155,Cellular organism,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. Am-N,2264828,2586,13389,160628,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=160628,2502171155,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2502171155,,,,
32,638341074,Permanent Draft,Crocosphaera watsonii WH8501,Crocosphaera watsonii WH 8501,DOE Joint Genome Institute (JGI),638341074,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,6238156,6001,46957,165597,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=165597,638341074,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341074,,,,
33,637000103,Finished,Erythrobacter litoralis HTCC2594,Erythrobacter litoralis HTCC2594,J. Craig Venter Institute (JCVI),637000103,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,3052398,3068,56478,314225,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314225,637000103,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000103,,,,
34,638341107,Permanent Draft,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,J. Craig Venter Institute (JCVI),638341107,Cellular organism,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter sp. HTCC2649,4228723,4156,58264,313589,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=313589,638341107,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341107,,,,
35,640069321,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. AS9601,J. Craig Venter Institute (JCVI),640069321,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1669886,1988,59882,146891,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=146891,640069321,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640069321,,,,
36,2510065028,Finished,Phaeobacter inhibens 2.10,Phaeobacter inhibens 2.10,J. Craig Venter Institute (JCVI),2510065028,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,4160918,3798,59312,383629,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=383629,2510065028,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2510065028,,,,
37,638341211,Permanent Draft,Sulfitobacter sp. EE-36,Sulfitobacter sp. EE-36,J. Craig Venter Institute (JCVI),638341211,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. EE-36,3547243,3542,13088,52598,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=52598,638341211,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341211,,,,
38,639857033,Permanent Draft,Pseudoalteromonas sp. TW-7,Pseudoalteromonas sp. TW-7,J. Craig Venter Institute (JCVI),639857033,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,unclassified,unclassified,Alteromonadales bacterium TW-7,4104952,3877,59456,156578,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=156578,639857033,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=639857033,,,,
39,640069323,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9303,J. Craig Venter Institute (JCVI),640069323,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,2682675,3133,54905,59922,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59922,640069323,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640069323,,,,
40,2636416090,Permanent Draft,Microscilla marina ATCC 23134,Microscilla marina ATCC 23134,"J. Craig Venter Institute (JCVI), Marine Microbial Ecology, Kalmar University",2636416090,Cellular organism,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Microscilla marina,9771226,7767,59653,313606,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=313606,2636416090,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2636416090,,,,
41,2541047006,Permanent Draft,Pseudoalteromonas project - Shandong University,Pseudoalteromonas rubra ATCC 29570,Shandong University,2541047006,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,5954504,5077,72772,1117318,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1117318,2541047006,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2541047006,,,,
42,2501651206,Finished,Psychromonas sp. CNPT3,Psychromonas sp. CNPT3,J. Craig Venter Institute (JCVI),2501651206,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas sp. CNPT3,3053233,2854,60248,314282,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314282,2501651206,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2501651206,,,,
43,2651870153,Draft,"Water column microbial communities from Red Sea, Saudi Arabia",Alteromonas macleodii REDSEA-S12_B5,King Abdullah University of Science and Technology,2651870153,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,2683795,3073,43398,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2651870153,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2651870153,,,,
44,2606217681,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0702,Massachusetts Institute of Technology,2606217681,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0702,2583057,2706,61973,1499503,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499503,2606217681,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217681,,,,
45,2687453488,Finished,Alteromonas macleodii strain:HOT1A3 Genome sequencing and assembly,Alteromonas macleodii HOT1A3,University of Haifa,2687453488,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,4801807,4286,42965,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2687453488,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2687453488,,,,
46,2606217682,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0703,Massachusetts Institute of Technology,2606217682,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0703,2575057,2694,62190,1499504,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499504,2606217682,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217682,,,,
47,637000216,Finished,Pseudoalteromonas atlantica T6c,Pseudoalteromonas atlantica T6c,DOE Joint Genome Institute (JGI),637000216,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,5187005,4405,71889,342610,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=342610,637000216,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000216,,,,
48,638341230,Permanent Draft,Vibrio sp. MED222,Vibrio sp. MED222,J. Craig Venter Institute (JCVI),638341230,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. MED222,4891901,4733,17396,314290,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314290,638341230,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341230,,,,
49,642555167,Finished,Vibrio fischeri MJ11,Vibrio fischeri MJ11,J. Craig Venter Institute (JCVI),642555167,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,4503336,4175,17109,388396,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=388396,642555167,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=642555167,,,,
50,2651870151,Draft,"Water column microbial communities from Red Sea, Saudi Arabia",Alteromonas macleodii REDSEA-S09_B2,King Abdullah University of Science and Technology,2651870151,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,4499197,4019,43213,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2651870151,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2651870151,,,,
